employee_id,sex,job_title,job_family,job_level,legal_entity,country,department,fte,full_time_weekly_hours,base_salary,variable_pay,allowances,benefits_in_kind,hire_date,birth_year,performance_rating
E00200,M,Support Manager,Customer Support,4,ES SL,ES,Customer Support,1.0,40,48482.0,3911.0,0.0,0.0,2023-09-13,1989,2
E00201,M,Support Manager,Customer Support,4,IE Ltd,IE,Customer Support,1.0,39,66065.0,2062.0,0.0,1500.0,2017-01-31,1987,2
E00202,M,HR Business Partner,People,3,DE GmbH,DE,People,0.6,40,58653.0,0.0,0.0,0.0,2024-03-15,1995,3
E00203,M,Senior Support Agent,Customer Support,2,DE GmbH,DE,Customer Support,1.0,40,44036.0,0.0,0.0,0.0,2020-03-21,1992,3
E00204,F,Junior Engineer,Engineering,1,ES SL,ES,Engineering,1.0,40,33754.0,2180.0,0.0,0.0,2017-05-25,2004,4
E00205,F,Senior Account Executive,Sales,3,NL BV,NL,Sales,1.0,38,50043.0,9343.0,0.0,0.0,2019-04-02,1982,2
E00206,M,Finance Manager,Finance,4,IE Ltd,IE,Finance,1.0,39,88095.0,7160.0,0.0,0.0,2015-12-30,1975,3
E00207,M,Operations Manager,Operations,4,NL BV,NL,Operations,1.0,38,61563.0,4104.0,0.0,1500.0,2021-11-25,1994,2
E00208,F,Junior Engineer,Engineering,1,ES SL,ES,Engineering,1.0,40,27667.0,0.0,0.0,0.0,2024-04-22,1998,3
E00209,M,Engineer,Engineering,2,FR SAS,FR,Engineering,1.0,35,57231.0,0.0,0.0,0.0,2019-03-05,1988,3
E00210,M,Engineering Director,Engineering,6,DE GmbH,DE,Engineering,0.8,40,189219.0,28201.0,4800.0,0.0,2013-02-09,1969,3
E00211,M,Operations Supervisor,Operations,3,DE GmbH,DE,Operations,1.0,40,56427.0,2742.0,2855.0,0.0,2018-03-07,1985,4
E00212,F,Warehouse Operative,Operations,1,IE Ltd,IE,Operations,1.0,39,32730.0,1823.0,1972.0,0.0,2020-11-07,2004,2
E00213,M,Principal Engineer,Engineering,5,DE GmbH,DE,Engineering,1.0,40,124912.0,13397.0,6000.0,1500.0,2022-03-29,1980,3
E00214,M,Principal Engineer,Engineering,5,NL BV,NL,Engineering,1.0,38,124963.0,0.0,6000.0,1500.0,2019-09-24,1981,2
E00215,M,Warehouse Operative,Operations,1,DE GmbH,DE,Operations,1.0,40,34650.0,2136.0,2955.0,0.0,2012-04-24,1996,4
E00216,F,Support Team Lead,Customer Support,3,NL BV,NL,Customer Support,0.8,38,52612.0,0.0,0.0,0.0,2023-09-25,1986,4
E00217,F,Senior Support Agent,Customer Support,2,NL BV,NL,Customer Support,1.0,38,49196.0,0.0,0.0,0.0,2020-01-01,1998,4
E00218,M,Operations Supervisor,Operations,3,DE GmbH,DE,Operations,1.0,40,54703.0,2402.0,0.0,0.0,2019-05-31,1993,4
E00219,M,Operations Manager,Operations,4,FR SAS,FR,Operations,1.0,35,57870.0,3392.0,0.0,1500.0,2021-09-29,1990,3
E00220,F,HR Assistant,People,1,FR SAS,FR,People,1.0,35,30506.0,1858.0,0.0,0.0,2024-12-27,1995,3
E00221,F,Support Team Lead,Customer Support,3,FR SAS,FR,Customer Support,1.0,35,49217.0,1805.0,0.0,0.0,2023-04-05,1994,2
E00222,F,Operations Supervisor,Operations,3,FR SAS,FR,Operations,0.6,35,47469.0,1464.0,1005.0,0.0,2023-09-03,1990,2
E00223,F,Warehouse Operative,Operations,1,DE GmbH,DE,Operations,1.0,40,27149.0,1209.0,0.0,0.0,2025-03-30,1998,3
E00224,X,HR Manager,People,4,DE GmbH,DE,People,1.0,40,83474.0,3455.0,0.0,0.0,2021-08-19,1986,4
E00225,M,Operations Supervisor,Operations,3,IE Ltd,IE,Operations,1.0,39,51753.0,2625.0,2202.0,0.0,2023-05-14,1992,3
E00226,M,Junior Engineer,Engineering,1,IE Ltd,IE,Engineering,1.0,39,53440.0,0.0,0.0,0.0,2013-01-04,1994,3
E00227,M,Support Team Lead,Customer Support,3,ES SL,ES,Customer Support,1.0,40,41137.0,2442.0,0.0,0.0,2018-08-24,1994,4
E00228,F,Senior Account Executive,Sales,3,DE GmbH,DE,Sales,1.0,40,66194.0,25066.0,0.0,0.0,2022-03-17,1988,4
E00229,F,Warehouse Operative,Operations,1,ES SL,ES,Operations,1.0,40,19590.0,0.0,1856.0,0.0,2024-08-16,2006,2
E00230,F,Sales Manager,Sales,4,FR SAS,FR,Sales,1.0,35,66122.0,21623.0,0.0,1500.0,2017-08-02,1989,3
E00231,F,Finance Assistant,Finance,1,ES SL,ES,Finance,1.0,40,28842.0,0.0,0.0,0.0,2022-10-22,2001,4
E00232,F,Senior Support Agent,Customer Support,2,NL BV,NL,Customer Support,1.0,38,44795.0,1997.0,0.0,0.0,2019-01-04,1994,3
E00233,M,Junior Engineer,Engineering,1,NL BV,NL,Engineering,1.0,38,47413.0,3334.0,0.0,0.0,2021-06-13,1992,4
E00234,F,Senior Support Agent,Customer Support,2,DE GmbH,DE,Customer Support,1.0,40,43480.0,2959.0,0.0,0.0,2023-07-09,1996,3
E00235,F,Support Team Lead,Customer Support,3,NL BV,NL,Customer Support,1.0,38,50381.0,1391.0,0.0,0.0,2021-04-18,1990,3
E00236,M,Support Agent,Customer Support,1,ES SL,ES,Customer Support,1.0,40,24914.0,922.0,0.0,0.0,2019-11-28,1987,1
E00237,M,Warehouse Operative,Operations,1,FR SAS,FR,Operations,1.0,35,29528.0,1663.0,2378.0,0.0,2022-12-15,2003,3
E00238,M,Senior Engineer,Engineering,3,FR SAS,FR,Engineering,1.0,35,80903.0,4324.0,0.0,0.0,2017-07-20,1985,3
E00239,M,Operations Supervisor,Operations,3,FR SAS,FR,Operations,1.0,35,54619.0,2147.0,0.0,0.0,2020-04-10,1989,3
E00240,F,HR Director,People,5,IE Ltd,IE,People,0.6,39,91975.0,4741.0,3600.0,1500.0,2020-07-26,1991,4
E00241,M,HR Business Partner,People,3,DE GmbH,DE,People,1.0,40,68264.0,8424.0,0.0,0.0,2019-11-20,1982,4
E00242,M,Shift Lead,Operations,2,DE GmbH,DE,Operations,1.0,40,48286.0,2454.0,0.0,0.0,2018-03-03,1997,2
E00243,M,Sales Manager,Sales,4,DE GmbH,DE,Sales,1.0,40,73969.0,15853.0,0.0,1500.0,2020-07-25,1986,4
E00244,M,Engineer,Engineering,2,IE Ltd,IE,Engineering,1.0,39,68806.0,7806.0,0.0,0.0,2012-05-29,1996,3
E00245,M,Support Team Lead,Customer Support,3,DE GmbH,DE,Customer Support,1.0,40,58693.0,1861.0,0.0,0.0,2018-08-09,1989,4
E00246,M,Engineer,Engineering,2,IE Ltd,IE,Engineering,1.0,39,60172.0,0.0,0.0,0.0,2022-11-06,1990,1
E00247,F,Support Manager,Customer Support,4,DE GmbH,DE,Customer Support,1.0,40,74245.0,2936.0,0.0,1500.0,2020-03-05,1984,3
E00248,F,HR Generalist,People,2,NL BV,NL,People,0.6,38,47712.0,2431.0,0.0,0.0,2021-12-31,1990,3
E00249,F,Sales Manager,Sales,4,DE GmbH,DE,Sales,0.6,40,90351.0,12026.0,0.0,0.0,2020-03-28,1991,2
E00250,M,Junior Engineer,Engineering,1,ES SL,ES,Engineering,0.8,40,31224.0,1576.0,0.0,0.0,2021-09-15,1995,2
E00251,M,Senior Engineer,Engineering,3,DE GmbH,DE,Engineering,1.0,40,90005.0,3215.0,0.0,0.0,2021-01-01,1991,5
E00252,F,Sales Manager,Sales,4,FR SAS,FR,Sales,0.5,35,82935.0,12637.0,0.0,0.0,2011-10-24,1974,3
E00253,M,VP Sales,Sales,6,NL BV,NL,Sales,1.0,38,123432.0,34538.0,6000.0,1500.0,2015-07-21,1977,2
E00254,F,Operations Supervisor,Operations,3,DE GmbH,DE,Operations,1.0,40,52137.0,0.0,2667.0,0.0,2010-10-22,1987,2
E00255,M,Shift Lead,Operations,2,NL BV,NL,Operations,1.0,38,44523.0,2537.0,0.0,0.0,2009-02-20,1988,4
E00256,M,HR Manager,People,4,FR SAS,FR,People,1.0,35,76116.0,4087.0,0.0,1500.0,2020-05-09,1985,4
E00257,M,Shift Lead,Operations,2,IE Ltd,IE,Operations,1.0,39,40676.0,2401.0,2289.0,0.0,2018-08-02,1989,3
E00258,F,HR Generalist,People,2,NL BV,NL,People,0.8,38,48281.0,2072.0,0.0,0.0,2023-04-19,1995,4
E00259,M,Senior Support Agent,Customer Support,2,ES SL,ES,Customer Support,1.0,40,32292.0,1259.0,0.0,0.0,2014-07-28,1987,3
E00260,M,Engineer,Engineering,2,IE Ltd,IE,Engineering,1.0,39,59879.0,3510.0,0.0,0.0,2023-04-08,1991,3
E00261,M,Finance Assistant,Finance,1,DE GmbH,DE,Finance,1.0,40,45401.0,0.0,0.0,0.0,2022-04-16,1996,3
E00262,F,HR Generalist,People,2,ES SL,ES,People,1.0,40,32897.0,1556.0,0.0,0.0,2023-07-24,2000,3
E00263,M,Shift Lead,Operations,2,ES SL,ES,Operations,1.0,40,29915.0,986.0,0.0,0.0,2023-04-08,2000,3
E00264,F,Operations Manager,Operations,4,FR SAS,FR,Operations,1.0,35,53683.0,3465.0,0.0,0.0,2018-04-09,1984,2
E00265,F,Sales Associate,Sales,1,DE GmbH,DE,Sales,1.0,40,32295.0,6790.0,0.0,0.0,2023-05-15,2002,2
E00266,F,HR Business Partner,People,3,FR SAS,FR,People,1.0,35,56211.0,6972.0,0.0,0.0,2016-03-25,1986,2
E00267,M,HR Manager,People,4,ES SL,ES,People,1.0,40,50370.0,5521.0,0.0,1500.0,2020-08-21,1990,2
E00268,M,Support Team Lead,Customer Support,3,IE Ltd,IE,Customer Support,1.0,39,49235.0,2802.0,0.0,0.0,2015-02-26,1985,3
E00269,F,Support Team Lead,Customer Support,3,FR SAS,FR,Customer Support,1.0,35,47249.0,0.0,0.0,0.0,2023-02-19,1993,3
E00270,F,HR Generalist,People,2,NL BV,NL,People,1.0,38,50826.0,0.0,0.0,0.0,2019-06-17,1994,3
E00271,M,Account Executive,Sales,2,DE GmbH,DE,Sales,1.0,40,46839.0,9852.0,0.0,0.0,2021-08-27,1995,2
E00272,M,Support Agent,Customer Support,1,IE Ltd,IE,Customer Support,1.0,39,35505.0,1341.0,0.0,0.0,2015-01-12,1995,4
E00273,F,Sales Associate,Sales,1,ES SL,ES,Sales,1.0,40,26751.0,0.0,0.0,0.0,2021-01-07,2001,3
E00274,F,Senior Support Agent,Customer Support,2,IE Ltd,IE,Customer Support,1.0,39,42194.0,2279.0,0.0,0.0,2020-03-18,1990,3
E00275,M,Account Executive,Sales,2,NL BV,NL,Sales,1.0,38,58905.0,16341.0,0.0,0.0,2011-06-29,1987,3
E00276,F,Senior Account Executive,Sales,3,NL BV,NL,Sales,1.0,38,64170.0,14239.0,0.0,0.0,2019-04-17,1985,3
E00277,F,Support Agent,Customer Support,1,IE Ltd,IE,Customer Support,1.0,39,29129.0,1406.0,0.0,0.0,2021-03-26,1993,2
E00278,M,Junior Engineer,Engineering,1,NL BV,NL,Engineering,1.0,38,45641.0,4530.0,0.0,0.0,2023-02-08,2000,4
E00279,M,Senior Engineer,Engineering,3,DE GmbH,DE,Engineering,0.6,40,76958.0,3773.0,0.0,0.0,2022-10-14,1996,2
E00280,M,Chief People Officer,People,6,FR SAS,FR,People,1.0,35,150468.0,22010.0,6000.0,1500.0,2012-05-19,1981,4
E00281,M,HR Assistant,People,1,DE GmbH,DE,People,1.0,40,45239.0,0.0,0.0,0.0,2016-04-01,2003,2
E00282,F,Senior Support Agent,Customer Support,2,DE GmbH,DE,Customer Support,0.8,40,40503.0,0.0,0.0,0.0,2022-06-11,1994,2
E00283,F,Engineer,Engineering,2,FR SAS,FR,Engineering,1.0,35,63077.0,4532.0,0.0,0.0,2019-11-20,1989,4
E00284,M,Engineer,Engineering,2,DE GmbH,DE,Engineering,1.0,40,65392.0,0.0,0.0,0.0,2024-06-05,1995,4
E00285,F,HR Generalist,People,2,NL BV,NL,People,1.0,38,45961.0,3749.0,0.0,0.0,2023-01-24,1999,2
E00286,M,HR Business Partner,People,3,ES SL,ES,People,1.0,40,42752.0,0.0,0.0,0.0,2020-01-22,1990,3
E00287,F,Support Agent,Customer Support,1,FR SAS,FR,Customer Support,0.6,35,31169.0,1221.0,0.0,0.0,2022-08-01,2007,3
E00288,M,Senior Support Agent,Customer Support,2,FR SAS,FR,Customer Support,1.0,35,41107.0,3178.0,0.0,0.0,2020-02-19,1998,3
E00289,F,Support Team Lead,Customer Support,3,IE Ltd,IE,Customer Support,1.0,39,49403.0,1649.0,0.0,0.0,2017-01-25,1986,2
E00290,F,Shift Lead,Operations,2,NL BV,NL,Operations,1.0,38,34965.0,0.0,0.0,0.0,2024-12-13,1996,3
E00291,F,Senior Support Agent,Customer Support,2,ES SL,ES,Customer Support,1.0,40,29262.0,2273.0,0.0,0.0,2023-10-23,1997,4
E00292,M,VP Sales,Sales,6,DE GmbH,DE,Sales,1.0,40,139260.0,49039.0,6000.0,0.0,2018-03-21,1976,3
E00293,F,HR Business Partner,People,3,IE Ltd,IE,People,1.0,39,62999.0,9497.0,0.0,0.0,2017-05-16,1989,5
E00294,F,Account Executive,Sales,2,DE GmbH,DE,Sales,1.0,40,54533.0,13751.0,0.0,0.0,2003-06-07,1986,3
E00295,M,Staff Engineer,Engineering,4,FR SAS,FR,Engineering,1.0,35,82674.0,4469.0,0.0,0.0,2023-03-27,1991,3
E00296,F,HR Assistant,People,1,DE GmbH,DE,People,1.0,40,36660.0,4037.0,0.0,0.0,2025-03-19,1997,3
E00297,M,HR Generalist,People,2,FR SAS,FR,People,1.0,35,45973.0,2618.0,0.0,0.0,2022-02-26,1994,2
E00298,F,Account Executive,Sales,2,FR SAS,FR,Sales,1.0,35,45690.0,7943.0,0.0,0.0,2018-05-20,1990,1
E00299,M,Principal Engineer,Engineering,5,NL BV,NL,Engineering,1.0,38,142452.0,14475.0,6000.0,1500.0,2021-04-30,1978,2
E00300,F,Senior Account Executive,Sales,3,NL BV,NL,Sales,1.0,38,68442.0,16626.0,0.0,0.0,2022-01-03,1989,4
E00301,M,HR Assistant,People,1,DE GmbH,DE,People,1.0,40,40169.0,0.0,0.0,0.0,2025-09-30,2001,5
E00302,F,HR Assistant,People,1,ES SL,ES,People,1.0,40,27666.0,0.0,0.0,0.0,2020-04-09,1998,4
E00303,M,Regional Sales Director,Sales,5,DE GmbH,DE,Sales,1.0,40,109553.0,0.0,6000.0,1500.0,2022-03-07,1988,4
E00304,M,Junior Engineer,Engineering,1,FR SAS,FR,Engineering,1.0,35,48008.0,0.0,0.0,0.0,2015-12-02,1985,3
E00305,F,Senior Support Agent,Customer Support,2,DE GmbH,DE,Customer Support,0.5,40,45085.0,0.0,0.0,0.0,2019-12-22,1989,2
E00306,F,Warehouse Operative,Operations,1,DE GmbH,DE,Operations,1.0,40,27778.0,0.0,2644.0,0.0,2023-06-06,1998,3
E00307,F,Shift Lead,Operations,2,NL BV,NL,Operations,1.0,38,38425.0,1855.0,0.0,0.0,2018-01-16,1999,4
E00308,M,Senior Account Executive,Sales,3,FR SAS,FR,Sales,1.0,35,64756.0,17647.0,0.0,0.0,2020-05-01,1983,4
E00309,F,Site Director,Operations,5,ES SL,ES,Operations,1.0,40,47845.0,3354.0,6000.0,1500.0,2018-09-10,1977,3
E00310,F,Sales Associate,Sales,1,ES SL,ES,Sales,1.0,40,22034.0,5992.0,0.0,0.0,2023-09-10,1997,3
E00311,F,Senior Engineer,Engineering,3,ES SL,ES,Engineering,0.8,40,56705.0,3749.0,0.0,0.0,2021-06-25,1984,3
E00312,M,Sales Associate,Sales,1,DE GmbH,DE,Sales,1.0,40,42891.0,6719.0,0.0,0.0,2025-02-22,2002,3
E00313,M,Shift Lead,Operations,2,IE Ltd,IE,Operations,1.0,39,42750.0,0.0,2275.0,0.0,2023-06-13,1995,4
E00314,F,Senior Engineer,Engineering,3,ES SL,ES,Engineering,1.0,40,55498.0,5646.0,0.0,0.0,2022-02-17,1998,3
E00315,M,Engineer,Engineering,2,FR SAS,FR,Engineering,1.0,35,50883.0,5445.0,0.0,0.0,2023-06-09,2000,2
E00316,M,Principal Engineer,Engineering,5,DE GmbH,DE,Engineering,1.0,40,136223.0,10493.0,6000.0,0.0,2021-01-31,1982,3
E00317,M,Engineer,Engineering,2,DE GmbH,DE,Engineering,1.0,40,65915.0,0.0,0.0,0.0,2018-12-28,1995,3
E00318,F,Support Team Lead,Customer Support,3,DE GmbH,DE,Customer Support,0.6,40,57824.0,0.0,0.0,0.0,2012-12-14,1981,3
E00319,M,Site Director,Operations,5,DE GmbH,DE,Operations,1.0,40,102476.0,6398.0,6000.0,1500.0,2012-12-08,1980,4
E00320,M,Account Executive,Sales,2,IE Ltd,IE,Sales,1.0,39,49624.0,23368.0,0.0,0.0,2022-10-30,1991,3
E00321,F,Finance Assistant,Finance,1,ES SL,ES,Finance,1.0,40,26843.0,0.0,0.0,0.0,2023-05-05,2002,4
E00322,M,Junior Engineer,Engineering,1,FR SAS,FR,Engineering,1.0,35,42753.0,3142.0,0.0,0.0,2017-11-25,1992,2
E00323,M,Senior Account Executive,Sales,3,ES SL,ES,Sales,1.0,40,46705.0,19614.0,0.0,0.0,2020-12-14,1992,3
E00324,M,Staff Engineer,Engineering,4,DE GmbH,DE,Engineering,1.0,40,87738.0,5092.0,0.0,0.0,2020-04-08,1984,3
E00325,F,Operations Supervisor,Operations,3,DE GmbH,DE,Operations,1.0,40,49004.0,0.0,3267.0,0.0,2020-05-14,1990,3
E00326,M,Engineer,Engineering,2,FR SAS,FR,Engineering,1.0,35,58421.0,0.0,0.0,0.0,2023-04-28,1994,3
E00327,M,Head of Operations,Operations,6,DE GmbH,DE,Operations,1.0,40,122152.0,5601.0,6000.0,1500.0,2015-04-18,1980,2
E00328,F,Sales Associate,Sales,1,ES SL,ES,Sales,1.0,40,26875.0,5468.0,0.0,0.0,2022-08-02,1994,2
E00329,M,Account Executive,Sales,2,DE GmbH,DE,Sales,1.0,40,45527.0,11669.0,0.0,0.0,2022-03-03,1996,3
E00330,M,Junior Engineer,Engineering,1,FR SAS,FR,Engineering,1.0,35,48881.0,0.0,0.0,0.0,2023-01-09,1997,4
E00331,F,Regional Sales Director,Sales,5,ES SL,ES,Sales,1.0,40,72453.0,15799.0,6000.0,1500.0,2019-03-02,1983,4
E00332,M,Operations Supervisor,Operations,3,NL BV,NL,Operations,1.0,38,49213.0,2307.0,3037.0,0.0,2021-08-14,1982,2
E00333,F,Support Team Lead,Customer Support,3,FR SAS,FR,Customer Support,0.8,35,51810.0,5172.0,0.0,0.0,2021-06-15,1991,4
E00334,M,Engineer,Engineering,2,DE GmbH,DE,Engineering,1.0,40,68517.0,0.0,0.0,0.0,2023-10-12,1998,4
E00335,M,Accountant,Finance,2,DE GmbH,DE,Finance,1.0,40,60676.0,4826.0,0.0,0.0,2017-11-03,1988,5
E00336,M,Warehouse Operative,Operations,1,DE GmbH,DE,Operations,1.0,40,30119.0,1728.0,3739.0,0.0,2019-10-01,1991,2
E00337,M,Senior Account Executive,Sales,3,NL BV,NL,Sales,1.0,38,66595.0,16461.0,0.0,0.0,2018-03-18,1988,4
E00338,M,Senior Engineer,Engineering,3,NL BV,NL,Engineering,1.0,38,72113.0,9340.0,0.0,0.0,2017-09-24,1985,3
E00339,F,Junior Engineer,Engineering,1,DE GmbH,DE,Engineering,1.0,40,48110.0,0.0,0.0,0.0,2016-08-22,1992,3
E00340,X,Staff Engineer,Engineering,4,NL BV,NL,Engineering,1.0,38,109093.0,8879.0,0.0,1500.0,2016-01-09,1982,3
E00341,M,HR Assistant,People,1,FR SAS,FR,People,1.0,35,33463.0,1720.0,0.0,0.0,2024-12-05,2000,3
E00342,M,Accountant,Finance,2,IE Ltd,IE,Finance,1.0,39,58038.0,7574.0,0.0,0.0,2015-09-26,1994,3
E00343,M,Engineering Director,Engineering,6,DE GmbH,DE,Engineering,1.0,40,173429.0,20934.0,6000.0,1500.0,2021-12-31,1974,4
E00344,M,Principal Engineer,Engineering,5,NL BV,NL,Engineering,1.0,38,129753.0,14932.0,6000.0,1500.0,2021-02-23,1982,3
E00345,F,Warehouse Operative,Operations,1,FR SAS,FR,Operations,1.0,35,24620.0,0.0,0.0,0.0,2018-08-29,1992,1
E00346,F,Senior Support Agent,Customer Support,2,IE Ltd,IE,Customer Support,0.8,39,37630.0,1145.0,0.0,0.0,2022-06-04,1994,1
E00347,M,Accountant,Finance,2,FR SAS,FR,Finance,1.0,35,41016.0,1887.0,0.0,0.0,2023-11-01,1998,2
E00348,F,VP Customer Experience,Customer Support,6,FR SAS,FR,Customer Support,0.5,35,107585.0,2592.0,3000.0,1500.0,2022-03-07,1987,2
E00349,F,Sales Associate,Sales,1,NL BV,NL,Sales,0.6,38,35247.0,4838.0,0.0,0.0,2022-02-17,1997,5
E00350,M,Junior Engineer,Engineering,1,IE Ltd,IE,Engineering,1.0,39,42593.0,4785.0,0.0,0.0,2022-09-03,1994,4
E00351,F,Finance Assistant,Finance,1,FR SAS,FR,Finance,1.0,35,35299.0,0.0,0.0,0.0,2022-05-17,1997,2
E00352,F,Accountant,Finance,2,DE GmbH,DE,Finance,1.0,40,55005.0,0.0,0.0,0.0,2021-06-14,1997,3
E00353,F,HR Generalist,People,2,NL BV,NL,People,1.0,38,47201.0,3253.0,0.0,0.0,2021-12-06,1994,3
E00354,F,Warehouse Operative,Operations,1,FR SAS,FR,Operations,0.5,35,27057.0,0.0,1674.0,0.0,2023-04-16,2003,4
E00355,F,Account Executive,Sales,2,DE GmbH,DE,Sales,1.0,40,48317.0,18783.0,0.0,0.0,2019-12-25,1993,3
E00356,F,HR Assistant,People,1,FR SAS,FR,People,1.0,35,33941.0,0.0,0.0,0.0,2024-02-19,1998,3
E00357,M,Account Executive,Sales,2,ES SL,ES,Sales,1.0,40,34681.0,10256.0,0.0,0.0,2017-02-03,1993,3
E00358,F,Head of Support,Customer Support,5,DE GmbH,DE,Customer Support,1.0,40,91760.0,3209.0,6000.0,0.0,2020-02-21,1988,3
E00359,M,Junior Engineer,Engineering,1,DE GmbH,DE,Engineering,1.0,40,50903.0,3733.0,0.0,0.0,2024-06-04,1999,4
E00360,F,Operations Manager,Operations,4,DE GmbH,DE,Operations,1.0,40,61855.0,4352.0,0.0,1500.0,2017-12-06,1983,4
E00361,M,Junior Engineer,Engineering,1,DE GmbH,DE,Engineering,1.0,40,49145.0,0.0,0.0,0.0,2024-03-07,2005,3
E00362,F,Shift Lead,Operations,2,FR SAS,FR,Operations,0.8,35,35444.0,1483.0,1432.0,0.0,2024-04-09,1999,3
E00363,M,Engineer,Engineering,2,FR SAS,FR,Engineering,1.0,35,50952.0,5043.0,0.0,0.0,2021-09-27,1991,4
E00364,F,Operations Supervisor,Operations,3,NL BV,NL,Operations,1.0,38,52005.0,0.0,2323.0,0.0,2021-06-11,1983,3
E00365,F,Sales Associate,Sales,1,ES SL,ES,Sales,1.0,40,29287.0,6993.0,0.0,0.0,2022-06-02,2000,3
E00366,M,Operations Manager,Operations,4,FR SAS,FR,Operations,1.0,35,61167.0,0.0,0.0,0.0,2021-11-18,1992,2
E00367,M,Head of Support,Customer Support,5,IE Ltd,IE,Customer Support,1.0,39,78369.0,2539.0,6000.0,0.0,2020-08-02,1984,3
E00368,M,HR Manager,People,4,DE GmbH,DE,People,1.0,40,82152.0,5804.0,0.0,0.0,2020-01-09,1983,2
E00369,F,Accountant,Finance,2,ES SL,ES,Finance,1.0,40,35569.0,0.0,0.0,0.0,2013-02-26,1984,3
E00370,M,Sales Manager,Sales,4,IE Ltd,IE,Sales,1.0,39,85972.0,42382.0,0.0,1500.0,2013-12-23,1984,5
E00371,F,Staff Engineer,Engineering,4,DE GmbH,DE,Engineering,1.0,40,106152.0,6878.0,0.0,1500.0,2014-08-15,1984,1
E00372,M,Senior Account Executive,Sales,3,NL BV,NL,Sales,1.0,38,64124.0,19191.0,0.0,0.0,2022-08-11,2002,2
E00373,F,Account Executive,Sales,2,DE GmbH,DE,Sales,1.0,40,48904.0,14272.0,0.0,0.0,2023-07-08,1988,3
E00374,M,Engineer,Engineering,2,FR SAS,FR,Engineering,1.0,35,62536.0,4713.0,0.0,0.0,2019-01-11,1994,2
E00375,F,Senior Support Agent,Customer Support,2,FR SAS,FR,Customer Support,1.0,35,35960.0,1508.0,0.0,0.0,2023-02-22,1996,3
E00376,M,Junior Engineer,Engineering,1,FR SAS,FR,Engineering,1.0,35,40712.0,2858.0,0.0,0.0,2023-02-14,1999,3
E00377,F,Sales Manager,Sales,4,IE Ltd,IE,Sales,0.8,39,67177.0,6213.0,0.0,1500.0,2023-08-06,1991,3
E00378,M,HR Assistant,People,1,DE GmbH,DE,People,1.0,40,37890.0,4133.0,0.0,0.0,2022-10-24,1997,3
E00379,F,Account Executive,Sales,2,ES SL,ES,Sales,0.6,40,37042.0,4030.0,0.0,0.0,2014-07-29,1997,4
E00380,F,HR Assistant,People,1,DE GmbH,DE,People,0.8,40,38996.0,0.0,0.0,0.0,2023-04-15,1999,3
E00381,M,Staff Engineer,Engineering,4,ES SL,ES,Engineering,1.0,40,77206.0,6816.0,0.0,1500.0,2017-03-31,1981,3
E00382,M,Support Team Lead,Customer Support,3,NL BV,NL,Customer Support,1.0,38,56363.0,2830.0,0.0,0.0,2020-05-09,1990,2
E00383,M,Senior Accountant,Finance,3,DE GmbH,DE,Finance,1.0,40,63792.0,0.0,0.0,0.0,2017-04-14,1991,2
E00384,M,HR Assistant,People,1,ES SL,ES,People,1.0,40,24773.0,0.0,0.0,0.0,2025-01-28,1994,4
E00385,F,Senior Support Agent,Customer Support,2,NL BV,NL,Customer Support,0.5,38,50282.0,0.0,0.0,0.0,2017-03-02,1990,3
E00386,M,Senior Support Agent,Customer Support,2,FR SAS,FR,Customer Support,1.0,35,35169.0,1875.0,0.0,0.0,2021-02-12,1997,2
E00387,M,Principal Engineer,Engineering,5,NL BV,NL,Engineering,1.0,38,134109.0,9714.0,6000.0,0.0,2023-02-17,1982,4
E00388,F,Junior Engineer,Engineering,1,NL BV,NL,Engineering,1.0,38,42221.0,2820.0,0.0,0.0,2019-06-13,2002,2
E00389,F,VP Sales,Sales,6,IE Ltd,IE,Sales,1.0,39,117023.0,40875.0,6000.0,0.0,2021-09-12,1978,3
E00390,X,Senior Support Agent,Customer Support,2,NL BV,NL,Customer Support,1.0,38,41731.0,2673.0,0.0,0.0,2023-11-01,2002,4
E00391,F,HR Assistant,People,1,DE GmbH,DE,People,0.5,40,38979.0,810.0,0.0,0.0,2014-01-31,1997,3
E00392,F,Sales Associate,Sales,1,DE GmbH,DE,Sales,0.5,40,39008.0,4804.0,0.0,0.0,2023-07-22,1995,2
E00393,F,Shift Lead,Operations,2,IE Ltd,IE,Operations,0.8,39,32995.0,1445.0,2660.0,0.0,2023-08-03,1993,5
E00394,F,Head of Support,Customer Support,5,DE GmbH,DE,Customer Support,0.6,40,96842.0,2557.0,3600.0,0.0,2018-09-29,1986,3
E00395,F,Support Agent,Customer Support,1,ES SL,ES,Customer Support,1.0,40,22157.0,0.0,0.0,0.0,2021-02-17,2001,4
E00396,M,Chief People Officer,People,6,ES SL,ES,People,1.0,40,90673.0,6806.0,6000.0,1500.0,2017-12-13,1975,3
E00397,M,Senior Engineer,Engineering,3,NL BV,NL,Engineering,1.0,38,74097.0,4661.0,0.0,0.0,2022-09-21,1999,3
E00398,F,HR Generalist,People,2,DE GmbH,DE,People,1.0,40,58335.0,5022.0,0.0,0.0,2021-07-11,1991,4
E00399,M,Warehouse Operative,Operations,1,IE Ltd,IE,Operations,1.0,39,33576.0,1189.0,2437.0,0.0,2023-08-26,1994,3
E00400,F,Senior Accountant,Finance,3,FR SAS,FR,Finance,0.8,35,61803.0,4088.0,0.0,0.0,2018-05-10,1987,2
